/app/Repos/pandas/scripts/json_manip.py,176,239,denorm,None,[queries:Any;iterable_of_things:Any;default:Any],/app/Repos/pandas/scripts/json_manip.py,204,236,_denorm,None,[queries:Any;thing:Any],100
/app/Repos/pandas/pandas/compat/__init__.py,627,643,__add__,None,[self:Any;other:Any],/app/Repos/pandas/pandas/compat/__init__.py,659,676,__or__,None,[self:Any;other:Any],56,94
/app/Repos/pandas/pandas/core/format.py,71,80,__init__,None,[self:Any;categorical:Any;buf:Any;length:Any;na_rep:Any;name:Any;footer:Any],/app/Repos/pandas/pandas/core/format.py,136,150,__init__,None,[self:Any;series:Any;buf:Any;header:Any;length:Any;na_rep:Any;name:Any;float_format:Any;dtype:Any],37,80
/app/Repos/pandas/pandas/compat/__init__.py,643,659,__sub__,None,[self:Any;other:Any],/app/Repos/pandas/pandas/compat/__init__.py,659,676,__or__,None,[self:Any;other:Any],56,94
/app/Repos/pandas/pandas/core/panel.py,1393,1407,na_op,None,[x:Any;y:Any],/app/Repos/pandas/pandas/core/ops.py,931,973,_comp_method_PANEL,None,[op:Any;name:Any;str_rep:Any;masker:Any],37,77
/app/Repos/pandas/doc/sphinxext/numpydoc/plot_directive.py,593,611,relpath,None,[path:Any;start:Any],/app/Repos/pandas/doc/sphinxext/numpydoc/plot_directive.py,612,641,relpath,None,[path:Any;start:Any],74
/app/Repos/pandas/pandas/core/ops.py,725,801,_arith_method_FRAME,None,[op:Any;name:Any;str_rep:Any;default_axis:Any;fill_zeros:Any;**eval_kwargs:Any],/app/Repos/pandas/pandas/core/ops.py,931,973,_comp_method_PANEL,None,[op:Any;name:Any;str_rep:Any;masker:Any],20,70
/app/Repos/pandas/pandas/core/ops.py,804,827,na_op,None,[x:Any;y:Any],/app/Repos/pandas/pandas/core/ops.py,931,973,_comp_method_PANEL,None,[op:Any;name:Any;str_rep:Any;masker:Any],75
/app/Repos/pandas/pandas/tools/tests/test_tile.py,27,33,test_bins,None,[self:Any],/app/Repos/pandas/pandas/tools/tests/test_tile.py,39,45,test_noright,None,[self:Any],31,78
/app/Repos/pandas/pandas/tools/tests/test_tile.py,33,39,test_right,None,[self:Any],/app/Repos/pandas/pandas/tools/tests/test_tile.py,39,45,test_noright,None,[self:Any],55,86
/app/Repos/pandas/pandas/core/ops.py,509,581,_comp_method_SERIES,None,[op:Any;name:Any;str_rep:Any;masker:Any],/app/Repos/pandas/pandas/core/ops.py,514,537,na_op,None,[x:Any;y:Any],100
/app/Repos/pandas/pandas/core/ops.py,650,689,_flex_method_SERIES,None,[op:Any;name:Any;str_rep:Any;default_axis:Any;fill_zeros:Any;**eval_kwargs:Any],/app/Repos/pandas/pandas/core/ops.py,671,686,flex_wrapper,None,[self:Any;other:Any;level:Any;fill_value:Any;axis:Any],100
/app/Repos/pandas/pandas/tools/tests/test_pivot.py,305,310,test_margins_no_values_two_rows,None,[self:Any],/app/Repos/pandas/pandas/tools/tests/test_pivot.py,310,315,test_margins_no_values_one_row_one_col,None,[self:Any],33,88
/app/Repos/pandas/pandas/core/panel.py,798,871,to_frame,None,[self:Any;filter_observations:Any],/app/Repos/pandas/pandas/core/panel.py,836,848,construct_index_parts,None,[idx:Any;major:Any],100
/app/Repos/pandas/pandas/core/panel.py,1067,1076,reindex,None,[self:Any;items:Any;major_axis:Any;minor_axis:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/panel.py,1076,1085,rename,None,[self:Any;items:Any;major_axis:Any;minor_axis:Any;**kwargs:Any],73
/app/Repos/pandas/pandas/core/categorical.py,145,158,_tidy_repr,None,[self:Any;max_vals:Any],/app/Repos/pandas/pandas/core/series.py,842,859,_tidy_repr,None,[self:Any;max_vals:Any],23,90
/app/Repos/pandas/pandas/tools/merge.py,185,204,get_result,None,[self:Any],/app/Repos/pandas/pandas/tools/merge.py,485,510,get_result,None,[self:Any],69,94
/app/Repos/pandas/pandas/core/panel.py,1391,1415,_panel_arith_method,None,[op:Any;name:Any;str_rep:Any;default_axis:Any;fill_zeros:Any;**eval_kwargs:Any],/app/Repos/pandas/pandas/core/ops.py,725,801,_arith_method_FRAME,None,[op:Any;name:Any;str_rep:Any;default_axis:Any;fill_zeros:Any;**eval_kwargs:Any],41,87
/app/Repos/pandas/pandas/core/panel.py,1393,1407,na_op,None,[x:Any;y:Any],/app/Repos/pandas/pandas/core/ops.py,725,801,_arith_method_FRAME,None,[op:Any;name:Any;str_rep:Any;default_axis:Any;fill_zeros:Any;**eval_kwargs:Any],70
/app/Repos/pandas/pandas/core/ops.py,440,460,na_op,None,[x:Any;y:Any],/app/Repos/pandas/pandas/core/ops.py,725,801,_arith_method_FRAME,None,[op:Any;name:Any;str_rep:Any;default_axis:Any;fill_zeros:Any;**eval_kwargs:Any],43,82
/app/Repos/pandas/pandas/compat/__init__.py,627,643,__add__,None,[self:Any;other:Any],/app/Repos/pandas/pandas/compat/__init__.py,643,659,__sub__,None,[self:Any;other:Any],83
/app/Repos/pandas/pandas/core/internals.py,370,387,fillna,None,[self:Any;value:Any;limit:Any;inplace:Any;downcast:Any],/app/Repos/pandas/pandas/core/internals.py,1688,1704,fillna,None,[self:Any;value:Any;limit:Any;inplace:Any;downcast:Any],39,72
/app/Repos/pandas/pandas/core/algorithms.py,97,163,factorize,None,[values:Any;sort:Any;order:Any;na_sentinel:Any],/app/Repos/pandas/pandas/core/groupby.py,3077,3097,_reorder_by_uniques,None,[uniques:Any;labels:Any],27,76
/app/Repos/pandas/pandas/tseries/plotting.py,222,234,_get_xlim,None,[lines:Any],/app/Repos/pandas/pandas/tools/plotting.py,2597,2606,_get_xlim,None,[lines:Any],51,93
/app/Repos/pandas/pandas/core/ops.py,581,633,_bool_method_SERIES,None,[op:Any;name:Any;str_rep:Any],/app/Repos/pandas/pandas/core/ops.py,586,615,na_op,None,[x:Any;y:Any],100
/app/Repos/pandas/pandas/tools/plotting.py,441,507,andrews_curves,None,[data:Any;class_column:Any;ax:Any;samples:Any;colormap:Any;**kwds:Any],/app/Repos/pandas/pandas/tools/plotting.py,465,476,f,None,[x:Any],100
/app/Repos/pandas/pandas/tools/plotting.py,464,478,function,None,[amplitudes:Any],/app/Repos/pandas/pandas/tools/plotting.py,465,476,f,None,[x:Any],100
/app/Repos/pandas/pandas/core/internals.py,257,310,reindex_items_from,None,[self:Any;new_ref_items:Any;indexer:Any;method:Any;fill_value:Any;limit:Any;copy:Any],/app/Repos/pandas/pandas/core/internals.py,3742,3747,reindex_axis0_with_method,None,[self:Any;new_axis:Any;indexer:Any;method:Any;fill_value:Any;limit:Any;copy:Any],25,71
/app/Repos/pandas/pandas/core/ops.py,725,801,_arith_method_FRAME,None,[op:Any;name:Any;str_rep:Any;default_axis:Any;fill_zeros:Any;**eval_kwargs:Any],/app/Repos/pandas/pandas/core/ops.py,801,870,_flex_comp_method_FRAME,None,[op:Any;name:Any;str_rep:Any;default_axis:Any;masker:Any],49,83
/app/Repos/pandas/pandas/core/ops.py,756,795,f,None,[self:Any;other:Any;axis:Any;level:Any;fill_value:Any],/app/Repos/pandas/pandas/core/ops.py,801,870,_flex_comp_method_FRAME,None,[op:Any;name:Any;str_rep:Any;default_axis:Any;masker:Any],70
/app/Repos/pandas/pandas/core/ops.py,801,870,_flex_comp_method_FRAME,None,[op:Any;name:Any;str_rep:Any;default_axis:Any;masker:Any],/app/Repos/pandas/pandas/core/ops.py,827,865,f,None,[self:Any;other:Any;axis:Any;level:Any],100
/app/Repos/pandas/pandas/core/ops.py,725,801,_arith_method_FRAME,None,[op:Any;name:Any;str_rep:Any;default_axis:Any;fill_zeros:Any;**eval_kwargs:Any],/app/Repos/pandas/pandas/core/ops.py,827,865,f,None,[self:Any;other:Any;axis:Any;level:Any],72
/app/Repos/pandas/pandas/core/ops.py,756,795,f,None,[self:Any;other:Any;axis:Any;level:Any;fill_value:Any],/app/Repos/pandas/pandas/core/ops.py,827,865,f,None,[self:Any;other:Any;axis:Any;level:Any],72
/app/Repos/pandas/pandas/core/ops.py,434,509,_arith_method_SERIES,None,[op:Any;name:Any;str_rep:Any;fill_zeros:Any;default_axis:Any;**eval_kwargs:Any],/app/Repos/pandas/pandas/core/ops.py,460,506,wrapper,None,[left:Any;right:Any;name:Any],100
/app/Repos/pandas/pandas/core/internals.py,387,402,_maybe_downcast,None,[self:Any;blocks:Any;downcast:Any],/app/Repos/pandas/pandas/core/internals.py,1494,1506,_maybe_downcast,None,[self:Any;blocks:Any;downcast:Any],20,71
/app/Repos/pandas/pandas/core/panel.py,1085,1093,reindex_axis,None,[self:Any;labels:Any;axis:Any;method:Any;level:Any;copy:Any;limit:Any;fill_value:Any],/app/Repos/pandas/pandas/core/frame.py,2184,2192,reindex_axis,None,[self:Any;labels:Any;axis:Any;method:Any;level:Any;copy:Any;limit:Any;fill_value:Any],86
/app/Repos/pandas/pandas/core/ops.py,870,889,_comp_method_FRAME,None,[func:Any;name:Any;str_rep:Any;masker:Any],/app/Repos/pandas/pandas/core/ops.py,871,884,f,None,[self:Any;other:Any],100
/app/Repos/pandas/pandas/core/panel.py,1393,1407,na_op,None,[x:Any;y:Any],/app/Repos/pandas/pandas/core/ops.py,904,920,na_op,None,[x:Any;y:Any],74
/app/Repos/pandas/pandas/core/ops.py,434,509,_arith_method_SERIES,None,[op:Any;name:Any;str_rep:Any;fill_zeros:Any;default_axis:Any;**eval_kwargs:Any],/app/Repos/pandas/pandas/core/ops.py,904,920,na_op,None,[x:Any;y:Any],91
/app/Repos/pandas/pandas/core/ops.py,440,460,na_op,None,[x:Any;y:Any],/app/Repos/pandas/pandas/core/ops.py,904,920,na_op,None,[x:Any;y:Any],91
/app/Repos/pandas/pandas/core/ops.py,725,801,_arith_method_FRAME,None,[op:Any;name:Any;str_rep:Any;default_axis:Any;fill_zeros:Any;**eval_kwargs:Any],/app/Repos/pandas/pandas/core/ops.py,904,920,na_op,None,[x:Any;y:Any],47,88
/app/Repos/pandas/pandas/core/ops.py,727,756,na_op,None,[x:Any;y:Any],/app/Repos/pandas/pandas/core/ops.py,904,920,na_op,None,[x:Any;y:Any],47,88
/app/Repos/pandas/pandas/core/ops.py,900,931,_arith_method_PANEL,None,[op:Any;name:Any;str_rep:Any;fill_zeros:Any;default_axis:Any;**eval_kwargs:Any],/app/Repos/pandas/pandas/core/ops.py,904,920,na_op,None,[x:Any;y:Any],100
/app/Repos/pandas/pandas/core/panel.py,1393,1407,na_op,None,[x:Any;y:Any],/app/Repos/pandas/pandas/core/ops.py,933,957,na_op,None,[x:Any;y:Any],37,77
/app/Repos/pandas/pandas/core/ops.py,801,870,_flex_comp_method_FRAME,None,[op:Any;name:Any;str_rep:Any;default_axis:Any;masker:Any],/app/Repos/pandas/pandas/core/ops.py,933,957,na_op,None,[x:Any;y:Any],73
/app/Repos/pandas/pandas/core/ops.py,804,827,na_op,None,[x:Any;y:Any],/app/Repos/pandas/pandas/core/ops.py,933,957,na_op,None,[x:Any;y:Any],75
/app/Repos/pandas/pandas/core/ops.py,931,973,_comp_method_PANEL,None,[op:Any;name:Any;str_rep:Any;masker:Any],/app/Repos/pandas/pandas/core/ops.py,933,957,na_op,None,[x:Any;y:Any],100
/app/Repos/pandas/pandas/core/categorical.py,158,171,_repr_footer,None,[self:Any],/app/Repos/pandas/pandas/core/format.py,80,108,_get_footer,None,[self:Any],46,70
/app/Repos/pandas/pandas/core/format.py,113,134,to_string,None,[self:Any],/app/Repos/pandas/pandas/core/format.py,196,223,to_string,None,[self:Any],23,72
/app/Repos/pandas/pandas/core/ops.py,725,801,_arith_method_FRAME,None,[op:Any;name:Any;str_rep:Any;default_axis:Any;fill_zeros:Any;**eval_kwargs:Any],/app/Repos/pandas/pandas/core/ops.py,756,795,f,None,[self:Any;other:Any;axis:Any;level:Any;fill_value:Any],100
/app/Repos/pandas/pandas/core/internals.py,241,257,reindex_axis,None,[self:Any;indexer:Any;method:Any;axis:Any;fill_value:Any;limit:Any;mask_info:Any],/app/Repos/pandas/pandas/core/internals.py,958,964,diff,None,[self:Any;n:Any],38,76
/app/Repos/pandas/pandas/tools/plotting.py,441,507,andrews_curves,None,[data:Any;class_column:Any;ax:Any;samples:Any;colormap:Any;**kwds:Any],/app/Repos/pandas/pandas/tools/plotting.py,464,478,function,None,[amplitudes:Any],100
/app/Repos/pandas/pandas/core/ops.py,931,973,_comp_method_PANEL,None,[op:Any;name:Any;str_rep:Any;masker:Any],/app/Repos/pandas/pandas/core/ops.py,957,968,f,None,[self:Any;other:Any],100
/app/Repos/pandas/pandas/core/categorical.py,178,195,__unicode__,None,[self:Any],/app/Repos/pandas/pandas/core/series.py,818,842,__unicode__,None,[self:Any],42,83
/app/Repos/pandas/pandas/core/panel.py,606,647,dropna,None,[self:Any;axis:Any;how:Any;inplace:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/series.py,2227,2244,dropna,None,[self:Any;axis:Any;inplace:Any;**kwargs:Any],22,88
/app/Repos/pandas/pandas/core/panel.py,1085,1093,reindex_axis,None,[self:Any;labels:Any;axis:Any;method:Any;level:Any;copy:Any;limit:Any;fill_value:Any],/app/Repos/pandas/pandas/core/generic.py,1662,1676,reindex_axis,None,[self:Any;labels:Any;axis:Any;method:Any;level:Any;copy:Any;limit:Any;fill_value:Any],48,75
/app/Repos/pandas/pandas/core/panel.py,727,755,xs,None,[self:Any;key:Any;axis:Any;copy:Any],/app/Repos/pandas/pandas/core/generic.py,1210,1352,xs,None,[self:Any;key:Any;axis:Any;level:Any;copy:Any;drop_level:Any],21,73
/app/Repos/pandas/pandas/tools/merge.py,31,41,merge,None,[left:Any;right:Any;how:Any;on:Any;left_on:Any;right_on:Any;left_index:Any;right_index:Any;sort:Any;suffixes:Any;copy:Any],/app/Repos/pandas/pandas/core/frame.py,3659,3673,merge,None,[self:Any;right:Any;how:Any;on:Any;left_on:Any;right_on:Any;left_index:Any;right_index:Any;sort:Any;suffixes:Any;copy:Any],59,83
/app/Repos/pandas/pandas/core/internals.py,340,366,split_block_at,None,[self:Any;item:Any],/app/Repos/pandas/pandas/core/internals.py,3155,3224,_delete_from_block,None,[self:Any;i:Any;item:Any],17,75
/app/Repos/pandas/pandas/core/index.py,101,166,__new__,None,[cls:Any;data:Any;dtype:Any;copy:Any;name:Any;fastpath:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/index.py,1906,1935,__new__,None,[cls:Any;data:Any;dtype:Any;copy:Any;name:Any;fastpath:Any],30,79
/app/Repos/pandas/bench/bench_merge.py,12,34,get_test_data,None,[ngroups:Any;n:Any],/app/Repos/pandas/pandas/tools/tests/test_merge.py,30,41,get_test_data,None,[ngroups:Any;n:Any],61,97
/app/Repos/pandas/pandas/core/index.py,101,166,__new__,None,[cls:Any;data:Any;dtype:Any;copy:Any;name:Any;fastpath:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/base.py,170,176,__new__,None,[cls:Any;data:Any;dtype:Any;copy:Any],28,86
/app/Repos/pandas/bench/test.py,56,71,group_agg,None,[values:Any;bounds:Any;f:Any],/app/Repos/pandas/pandas/core/frame.py,4426,4462,group_agg,None,[values:Any;bounds:Any;f:Any],78
/app/Repos/pandas/pandas/core/index.py,29,45,_indexOp,None,[opname:Any],/app/Repos/pandas/pandas/tseries/index.py,68,89,_dt_index_cmp,None,[opname:Any],12,72
/app/Repos/pandas/pandas/core/index.py,35,42,wrapper,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/index.py,68,89,_dt_index_cmp,None,[opname:Any],15,78
/app/Repos/pandas/pandas/core/index.py,35,42,wrapper,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/index.py,72,86,wrapper,None,[self:Any;other:Any],15,73
/app/Repos/pandas/pandas/core/index.py,208,223,_coerce_to_ndarray,None,[cls:Any;data:Any],/app/Repos/pandas/pandas/tseries/index.py,152,307,__new__,None,[cls:Any;data:Any;freq:Any;start:Any;end:Any;periods:Any;copy:Any;name:Any;tz:Any;verify_integrity:Any;normalize:Any;closed:Any;**kwds:Any],25,80
/app/Repos/pandas/pandas/core/panel.py,757,780,_ixs,None,[self:Any;i:Any;axis:Any],/app/Repos/pandas/pandas/sparse/panel.py,175,190,_ixs,None,[self:Any;i:Any;axis:Any],24,75
/app/Repos/pandas/pandas/tools/tests/test_pivot.py,324,340,setUp,None,[self:Any],/app/Repos/pandas/pandas/tests/test_groupby.py,55,98,setUp,None,[self:Any],83
/app/Repos/pandas/pandas/tools/tests/test_pivot.py,18,32,setUp,None,[self:Any],/app/Repos/pandas/pandas/tests/test_groupby.py,55,98,setUp,None,[self:Any],90
/app/Repos/pandas/pandas/core/panel.py,647,655,_combine,None,[self:Any;other:Any;func:Any;axis:Any],/app/Repos/pandas/pandas/sparse/panel.py,384,394,_combine,None,[self:Any;other:Any;func:Any;axis:Any],28,75
/app/Repos/pandas/pandas/core/panel.py,660,678,_combine_frame,None,[self:Any;other:Any;func:Any;axis:Any],/app/Repos/pandas/pandas/sparse/panel.py,394,423,_combineFrame,None,[self:Any;other:Any;func:Any;axis:Any],83
/app/Repos/pandas/pandas/core/panel.py,678,691,_combine_panel,None,[self:Any;other:Any;func:Any],/app/Repos/pandas/pandas/sparse/panel.py,429,454,_combinePanel,None,[self:Any;other:Any;func:Any],65,86
/app/Repos/pandas/pandas/tools/tests/test_pivot.py,18,32,setUp,None,[self:Any],/app/Repos/pandas/pandas/tests/test_groupby.py,927,949,test_series_agg_multi_pure_python,None,[self:Any],94
/app/Repos/pandas/pandas/tools/tests/test_pivot.py,324,340,setUp,None,[self:Any],/app/Repos/pandas/pandas/tests/test_groupby.py,927,949,test_series_agg_multi_pure_python,None,[self:Any],81
/app/Repos/pandas/pandas/tools/tests/test_pivot.py,18,32,setUp,None,[self:Any],/app/Repos/pandas/pandas/tests/test_groupby.py,1160,1184,test_frame_multi_key_function_list,None,[self:Any],94
/app/Repos/pandas/pandas/tools/tests/test_pivot.py,324,340,setUp,None,[self:Any],/app/Repos/pandas/pandas/tests/test_groupby.py,1160,1184,test_frame_multi_key_function_list,None,[self:Any],81
/app/Repos/pandas/pandas/tools/tests/test_pivot.py,160,171,test_pivot_index_with_nan,None,[self:Any],/app/Repos/pandas/pandas/tests/test_indexing.py,1719,1729,test_multi_nan_indexing,None,[self:Any],22,70
/app/Repos/pandas/pandas/core/index.py,208,223,_coerce_to_ndarray,None,[cls:Any;data:Any],/app/Repos/pandas/pandas/tseries/period.py,613,672,_from_arraylike,None,[cls:Any;data:Any;freq:Any;tz:Any],25,83
/app/Repos/pandas/pandas/tools/tests/test_pivot.py,160,171,test_pivot_index_with_nan,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,8291,8297,test_pivot_empty,None,[self:Any],22,72
/app/Repos/pandas/pandas/tools/tests/test_pivot.py,18,32,setUp,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,9356,9390,test_apply_modify_traceback,None,[self:Any],94
/app/Repos/pandas/pandas/tools/tests/test_pivot.py,324,340,setUp,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,9356,9390,test_apply_modify_traceback,None,[self:Any],81
/app/Repos/pandas/pandas/tools/tests/test_pivot.py,18,32,setUp,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,9419,9436,test_apply_convert_objects,None,[self:Any],94
/app/Repos/pandas/pandas/tools/tests/test_pivot.py,324,340,setUp,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,9419,9436,test_apply_convert_objects,None,[self:Any],81
/app/Repos/pandas/pandas/core/format.py,426,514,to_latex,None,[self:Any;force_unicode:Any;column_format:Any;longtable:Any],/app/Repos/pandas/pandas/core/format.py,465,505,write,None,[buf:Any;frame:Any;column_format:Any;strcols:Any;longtable:Any],100
/app/Repos/pandas/pandas/core/internals.py,573,585,to_native_types,None,[self:Any;slicer:Any;na_rep:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/internals.py,1228,1244,to_native_types,None,[self:Any;slicer:Any;na_rep:Any;float_format:Any;**kwargs:Any],77
/app/Repos/pandas/pandas/core/internals.py,958,964,diff,None,[self:Any;n:Any],/app/Repos/pandas/pandas/core/internals.py,964,983,shift,None,[self:Any;indexer:Any;periods:Any;axis:Any],38,72
/app/Repos/pandas/pandas/core/internals.py,1215,1222,_can_hold_element,None,[self:Any;element:Any],/app/Repos/pandas/pandas/core/internals.py,1254,1261,_can_hold_element,None,[self:Any;element:Any],74
/app/Repos/pandas/pandas/core/internals.py,1078,1194,where,None,[self:Any;other:Any;cond:Any;align:Any;raise_on_error:Any;try_cast:Any],/app/Repos/pandas/pandas/core/internals.py,1139,1160,func,None,[c:Any;v:Any;o:Any],100
/app/Repos/pandas/pandas/core/internals.py,1032,1044,handle_error,None,[],/app/Repos/pandas/pandas/core/internals.py,1139,1160,func,None,[c:Any;v:Any;o:Any],19,80
/app/Repos/pandas/pandas/core/format.py,361,392,to_string,None,[self:Any;force_unicode:Any],/app/Repos/pandas/pandas/core/format.py,426,514,to_latex,None,[self:Any;force_unicode:Any;column_format:Any;longtable:Any],37,70
/app/Repos/pandas/pandas/core/format.py,964,1067,__init__,None,[self:Any;obj:Any;path_or_buf:Any;sep:Any;na_rep:Any;float_format:Any;cols:Any;header:Any;index:Any;index_label:Any;mode:Any;nanRep:Any;encoding:Any;quoting:Any;line_terminator:Any;chunksize:Any;engine:Any;tupleize_cols:Any;quotechar:Any;date_format:Any;doublequote:Any;escapechar:Any],/app/Repos/pandas/pandas/core/format.py,1382,1396,__init__,None,[self:Any;df:Any;na_rep:Any;float_format:Any;cols:Any;header:Any;index:Any;index_label:Any;merge_cells:Any],22,71
/app/Repos/pandas/pandas/tools/plotting.py,1928,2029,boxplot,None,[data:Any;column:Any;by:Any;ax:Any;fontsize:Any;rot:Any;grid:Any;figsize:Any;**kwds:Any],/app/Repos/pandas/pandas/tools/plotting.py,1969,1980,plot_group,None,[grouped:Any;ax:Any],100
/app/Repos/pandas/pandas/core/internals.py,1742,1757,set,None,[self:Any;item:Any;value:Any;check:Any],/app/Repos/pandas/pandas/core/internals.py,3031,3097,set,None,[self:Any;item:Any;value:Any;check:Any],23,72
/app/Repos/pandas/pandas/core/internals.py,573,585,to_native_types,None,[self:Any;slicer:Any;na_rep:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/internals.py,1356,1375,to_native_types,None,[self:Any;slicer:Any;na_rep:Any;**kwargs:Any],35,80
/app/Repos/pandas/pandas/tools/plotting.py,1248,1261,__init__,None,[self:Any;data:Any;x:Any;y:Any;**kwargs:Any],/app/Repos/pandas/pandas/tools/plotting.py,1274,1291,__init__,None,[self:Any;data:Any;x:Any;y:Any;C:Any;**kwargs:Any],59,86
/app/Repos/pandas/pandas/core/internals.py,1215,1222,_can_hold_element,None,[self:Any;element:Any],/app/Repos/pandas/pandas/core/internals.py,1379,1385,_can_hold_element,None,[self:Any;element:Any],73
